,Index,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
8416,ZIMJ680101,_dipeptide_composition,0.7681581179969154,2.7214070719581582,7.406056451303876,2.0768448465989278,2.050817727998214,0.7698483425956497
1847,ENGD860101,_tripeptide_composition,0.7681042835365133,2.7707140048971493,7.6768560969332,2.0766037634236354,2.0343124432725013,0.7682394056513671
496,BAEK050101,_dipeptide_composition,0.7676025253020007,2.9486720931827843,8.694667113114942,2.0743608043400084,2.425408962424301,0.7816307561438016
2716,GEOR030108,_dipeptide_composition,0.7675880506477915,2.5222594395968567,6.36179268063545,2.0742962075691733,2.0057418881293247,0.773674219120553
3379,KARP850101,_moran_autocorrelation,0.7673527553189425,2.6008484878780775,6.764412856897682,2.0732469888726115,2.0794258021445584,0.7745708590540616
77,AURR980102,_tripeptide_composition,0.7672122921491008,2.745187295849217,7.536053289291938,2.0726214000274434,2.2458469696571672,0.7678584308128746
4069,LEVM760105,_moran_autocorrelation,0.7670579258302431,2.7366368761895417,7.489181392120453,2.0719345426624614,2.219255299698661,0.768315901215759
230,AURR980112,_geary_autocorrelation,0.767014772921432,2.9130116977718976,8.485637151355913,2.0717426546531703,2.3691714093190517,0.7683415406316756
5755,PONP800103,_conjoint_triad,0.7668993118802041,2.875464831045267,8.268297994578186,2.071229496166664,2.3713028288955327,0.7682211766657313
1232,CHOP780205,_tripeptide_composition,0.7666872812233009,3.0414101484412477,9.250175691041411,2.070288133058437,2.4241587358724783,0.7666931778730717
6616,RACS770102,_dipeptide_composition,0.7665325512041764,2.6977816162826183,7.278025649152456,2.0696019799841836,2.1984612377422046,0.7686130609986777
3767,KIDA850101,_tripeptide_composition,0.7664656370598684,2.7361724091483888,7.486639452584899,2.0693054592383024,2.2089924320364056,0.7664826081138378
5125,NAKH920106,_conjoint_triad,0.7663790575040645,2.84687265657416,8.104683922749617,2.0689219830231407,2.218328978869395,0.7664001845174517
